mode,position,alpha,sample_idx,correct,n_steps,logit_margin,predicted_word,expected_word,neg_word
swap,1,-1200,25,1,3,0.0,worpus,worpus,impus
swap,1,-600,25,1,3,0.0,worpus,worpus,impus
swap,1,-300,25,1,3,0.0,worpus,worpus,impus
swap,1,-100,25,1,3,0.0,worpus,worpus,impus
swap,1,100,25,1,3,0.0,worpus,worpus,impus
swap,1,300,25,1,3,0.0,worpus,worpus,impus
swap,1,600,25,1,3,0.0,worpus,worpus,impus
swap,1,1200,25,1,3,0.0,worpus,worpus,impus
swap,2,-1200,25,1,3,0.0,worpus,worpus,impus
swap,2,-600,25,1,3,0.0,worpus,worpus,impus
swap,2,-300,25,1,3,0.0,worpus,worpus,impus
swap,2,-100,25,1,3,0.0,worpus,worpus,impus
swap,2,100,25,1,3,0.0,worpus,worpus,impus
swap,2,300,25,1,3,0.0,worpus,worpus,impus
swap,2,600,25,1,3,0.0,worpus,worpus,impus
swap,2,1200,25,1,3,0.0,worpus,worpus,impus
swap,3,-1200,25,1,3,0.0,worpus,worpus,impus
swap,3,-600,25,1,3,0.0,worpus,worpus,impus
swap,3,-300,25,1,3,0.0,worpus,worpus,impus
swap,3,-100,25,1,3,0.0,worpus,worpus,impus
swap,3,100,25,1,3,0.0,worpus,worpus,impus
swap,3,300,25,1,3,0.0,worpus,worpus,impus
swap,3,600,25,1,3,0.0,worpus,worpus,impus
swap,3,1200,25,1,3,0.0,worpus,worpus,impus
swap,4,-1200,25,1,3,0.0,worpus,worpus,impus
swap,4,-600,25,1,3,0.0,worpus,worpus,impus
swap,4,-300,25,1,3,0.0,worpus,worpus,impus
swap,4,-100,25,1,3,0.0,worpus,worpus,impus
swap,4,100,25,1,3,0.0,worpus,worpus,impus
swap,4,300,25,1,3,0.0,worpus,worpus,impus
swap,4,600,25,1,3,0.0,worpus,worpus,impus
swap,4,1200,25,1,3,0.0,worpus,worpus,impus
swap,5,-1200,25,1,3,0.0,worpus,worpus,impus
swap,5,-600,25,1,3,0.0,worpus,worpus,impus
swap,5,-300,25,1,3,0.0,worpus,worpus,impus
swap,5,-100,25,1,3,0.0,worpus,worpus,impus
swap,5,100,25,1,3,0.0,worpus,worpus,impus
swap,5,300,25,1,3,0.0,worpus,worpus,impus
swap,5,600,25,1,3,0.0,worpus,worpus,impus
swap,5,1200,25,1,3,0.0,worpus,worpus,impus
swap,0,0,26,1,3,0.0,worpus,worpus,wumpus
swap,1,-1200,26,1,3,0.0,worpus,worpus,wumpus
swap,1,-600,26,1,3,0.0,worpus,worpus,wumpus
swap,1,-300,26,1,3,0.0,worpus,worpus,wumpus
swap,1,-100,26,1,3,0.0,worpus,worpus,wumpus
swap,1,100,26,1,3,0.0,worpus,worpus,wumpus
swap,1,300,26,1,3,0.0,worpus,worpus,wumpus
swap,1,600,26,1,3,0.0,worpus,worpus,wumpus
swap,1,1200,26,1,3,0.0,worpus,worpus,wumpus
swap,2,-1200,26,1,3,0.0,worpus,worpus,wumpus
swap,2,-600,26,1,3,0.0,worpus,worpus,wumpus
swap,2,-300,26,1,3,0.0,worpus,worpus,wumpus
swap,2,-100,26,1,3,0.0,worpus,worpus,wumpus
swap,2,100,26,1,3,0.0,worpus,worpus,wumpus
swap,2,300,26,1,3,0.0,worpus,worpus,wumpus
swap,2,600,26,1,3,0.0,worpus,worpus,wumpus
swap,2,1200,26,1,3,0.0,worpus,worpus,wumpus
swap,3,-1200,26,1,3,0.0,worpus,worpus,wumpus
swap,3,-600,26,1,3,0.0,worpus,worpus,wumpus
swap,3,-300,26,1,3,0.0,worpus,worpus,wumpus
swap,3,-100,26,1,3,0.0,worpus,worpus,wumpus
swap,3,100,26,1,3,0.0,worpus,worpus,wumpus
swap,3,300,26,1,3,0.0,worpus,worpus,wumpus
swap,3,600,26,1,3,0.0,worpus,worpus,wumpus
swap,3,1200,26,1,3,0.0,worpus,worpus,wumpus
swap,4,-1200,26,1,3,0.0,worpus,worpus,wumpus
swap,4,-600,26,1,3,0.0,worpus,worpus,wumpus
swap,4,-300,26,1,3,0.0,worpus,worpus,wumpus
swap,4,-100,26,1,3,0.0,worpus,worpus,wumpus
swap,4,100,26,1,3,0.0,worpus,worpus,wumpus
swap,4,300,26,1,3,0.0,worpus,worpus,wumpus
swap,4,600,26,1,3,0.0,worpus,worpus,wumpus
swap,4,1200,26,1,3,0.0,worpus,worpus,wumpus
swap,5,-1200,26,1,3,0.0,worpus,worpus,wumpus
swap,5,-600,26,1,3,0.0,worpus,worpus,wumpus
swap,5,-300,26,1,3,0.0,worpus,worpus,wumpus
swap,5,-100,26,1,3,0.0,worpus,worpus,wumpus
swap,5,100,26,1,3,0.0,worpus,worpus,wumpus
swap,5,300,26,1,3,0.0,worpus,worpus,wumpus
swap,5,600,26,1,3,0.0,worpus,worpus,wumpus
swap,5,1200,26,1,3,0.0,worpus,worpus,wumpus
swap,0,0,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,1,-1200,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,1,-600,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,1,-300,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,1,-100,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,1,100,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,1,300,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,1,600,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,1,1200,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,2,-1200,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,2,-600,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,2,-300,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,2,-100,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,2,100,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,2,300,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,2,600,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,2,1200,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,3,-1200,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,3,-600,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,3,-300,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,3,-100,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,3,100,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,3,300,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,3,600,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,3,1200,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,4,-1200,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,4,-600,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,4,-300,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,4,-100,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,4,100,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,4,300,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,4,600,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,4,1200,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,5,-1200,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,5,-600,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,5,-300,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,5,-100,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,5,100,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,5,300,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,5,600,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,5,1200,27,1,4,0.0,vumpus,vumpus,zhorpus
swap,0,0,28,1,4,0.0,rorpus,rorpus,boompus
swap,1,-1200,28,1,4,0.0,rorpus,rorpus,boompus
swap,1,-600,28,1,4,0.0,rorpus,rorpus,boompus
swap,1,-300,28,1,4,0.0,rorpus,rorpus,boompus
swap,1,-100,28,1,4,0.0,rorpus,rorpus,boompus
swap,1,100,28,1,4,0.0,rorpus,rorpus,boompus
swap,1,300,28,1,4,0.0,rorpus,rorpus,boompus
swap,1,600,28,1,4,0.0,rorpus,rorpus,boompus
swap,1,1200,28,1,4,0.0,rorpus,rorpus,boompus
swap,2,-1200,28,1,4,0.0,rorpus,rorpus,boompus
swap,2,-600,28,1,4,0.0,rorpus,rorpus,boompus
swap,2,-300,28,1,4,0.0,rorpus,rorpus,boompus
swap,2,-100,28,1,4,0.0,rorpus,rorpus,boompus
swap,2,100,28,1,4,0.0,rorpus,rorpus,boompus
swap,2,300,28,1,4,0.0,rorpus,rorpus,boompus
swap,2,600,28,1,4,0.0,rorpus,rorpus,boompus
swap,2,1200,28,1,4,0.0,rorpus,rorpus,boompus
swap,3,-1200,28,1,4,0.0,rorpus,rorpus,boompus
swap,3,-600,28,1,4,0.0,rorpus,rorpus,boompus
swap,3,-300,28,1,4,0.0,rorpus,rorpus,boompus
swap,3,-100,28,1,4,0.0,rorpus,rorpus,boompus
swap,3,100,28,1,4,0.0,rorpus,rorpus,boompus
swap,3,300,28,1,4,0.0,rorpus,rorpus,boompus
swap,3,600,28,1,4,0.0,rorpus,rorpus,boompus
swap,3,1200,28,1,4,0.0,rorpus,rorpus,boompus
swap,4,-1200,28,1,4,0.0,rorpus,rorpus,boompus
swap,4,-600,28,1,4,0.0,rorpus,rorpus,boompus
swap,4,-300,28,1,4,0.0,rorpus,rorpus,boompus
swap,4,-100,28,1,4,0.0,rorpus,rorpus,boompus
swap,4,100,28,1,4,0.0,rorpus,rorpus,boompus
swap,4,300,28,1,4,0.0,rorpus,rorpus,boompus
swap,4,600,28,1,4,0.0,rorpus,rorpus,boompus
swap,4,1200,28,1,4,0.0,rorpus,rorpus,boompus
swap,5,-1200,28,1,4,0.0,rorpus,rorpus,boompus
swap,5,-600,28,1,4,0.0,rorpus,rorpus,boompus
swap,5,-300,28,1,4,0.0,rorpus,rorpus,boompus
swap,5,-100,28,1,4,0.0,rorpus,rorpus,boompus
swap,5,100,28,1,4,0.0,rorpus,rorpus,boompus
swap,5,300,28,1,4,0.0,rorpus,rorpus,boompus
swap,5,600,28,1,4,0.0,rorpus,rorpus,boompus
swap,5,1200,28,1,4,0.0,rorpus,rorpus,boompus
swap,0,0,29,1,5,0.0,brimpus,brimpus,gorpus
swap,1,-1200,29,1,5,0.0,brimpus,brimpus,gorpus
swap,1,-600,29,1,5,0.0,brimpus,brimpus,gorpus
swap,1,-300,29,1,5,0.0,brimpus,brimpus,gorpus
swap,1,-100,29,1,5,0.0,brimpus,brimpus,gorpus
swap,1,100,29,1,5,0.0,brimpus,brimpus,gorpus
swap,1,300,29,1,5,0.0,brimpus,brimpus,gorpus
swap,1,600,29,1,5,0.0,brimpus,brimpus,gorpus
swap,1,1200,29,1,5,0.0,brimpus,brimpus,gorpus
swap,2,-1200,29,1,5,0.0,brimpus,brimpus,gorpus
swap,2,-600,29,1,5,0.0,brimpus,brimpus,gorpus
swap,2,-300,29,1,5,0.0,brimpus,brimpus,gorpus
swap,2,-100,29,1,5,0.0,brimpus,brimpus,gorpus
swap,2,100,29,1,5,0.0,brimpus,brimpus,gorpus
swap,2,300,29,1,5,0.0,brimpus,brimpus,gorpus
swap,2,600,29,1,5,0.0,brimpus,brimpus,gorpus
swap,2,1200,29,1,5,0.0,brimpus,brimpus,gorpus
swap,3,-1200,29,1,5,0.0,brimpus,brimpus,gorpus
swap,3,-600,29,1,5,0.0,brimpus,brimpus,gorpus
swap,3,-300,29,1,5,0.0,brimpus,brimpus,gorpus
swap,3,-100,29,1,5,0.0,brimpus,brimpus,gorpus
swap,3,100,29,1,5,0.0,brimpus,brimpus,gorpus
swap,3,300,29,1,5,0.0,brimpus,brimpus,gorpus
swap,3,600,29,1,5,0.0,brimpus,brimpus,gorpus
swap,3,1200,29,1,5,0.0,brimpus,brimpus,gorpus
swap,4,-1200,29,1,5,0.0,brimpus,brimpus,gorpus
swap,4,-600,29,1,5,0.0,brimpus,brimpus,gorpus
swap,4,-300,29,1,5,0.0,brimpus,brimpus,gorpus
swap,4,-100,29,1,5,0.0,brimpus,brimpus,gorpus
swap,4,100,29,1,5,0.0,brimpus,brimpus,gorpus
swap,4,300,29,1,5,0.0,brimpus,brimpus,gorpus
swap,4,600,29,1,5,0.0,brimpus,brimpus,gorpus
swap,4,1200,29,1,5,0.0,brimpus,brimpus,gorpus
swap,5,-1200,29,1,5,0.0,brimpus,brimpus,gorpus
swap,5,-600,29,1,5,0.0,brimpus,brimpus,gorpus
swap,5,-300,29,1,5,0.0,brimpus,brimpus,gorpus
swap,5,-100,29,1,5,0.0,brimpus,brimpus,gorpus
swap,5,100,29,1,5,0.0,brimpus,brimpus,gorpus
swap,5,300,29,1,5,0.0,brimpus,brimpus,gorpus
swap,5,600,29,1,5,0.0,brimpus,brimpus,gorpus
swap,5,1200,29,1,5,0.0,brimpus,brimpus,gorpus
swap,0,0,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,1,-1200,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,1,-600,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,1,-300,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,1,-100,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,1,100,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,1,300,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,1,600,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,1,1200,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,2,-1200,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,2,-600,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,2,-300,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,2,-100,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,2,100,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,2,300,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,2,600,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,2,1200,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,3,-1200,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,3,-600,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,3,-300,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,3,-100,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,3,100,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,3,300,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,3,600,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,3,1200,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,4,-1200,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,4,-600,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,4,-300,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,4,-100,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,4,100,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,4,300,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,4,600,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,4,1200,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,5,-1200,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,5,-600,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,5,-300,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,5,-100,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,5,100,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,5,300,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,5,600,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,5,1200,30,1,5,0.0,zhorpus,zhorpus,chorpus
swap,0,0,31,1,3,0.0,wumpus,wumpus,bompus
swap,1,-1200,31,1,3,0.0,wumpus,wumpus,bompus
swap,1,-600,31,1,3,0.0,wumpus,wumpus,bompus
swap,1,-300,31,1,3,0.0,wumpus,wumpus,bompus
swap,1,-100,31,1,3,0.0,wumpus,wumpus,bompus
swap,1,100,31,1,3,0.0,wumpus,wumpus,bompus
swap,1,300,31,1,3,0.0,wumpus,wumpus,bompus
swap,1,600,31,1,3,0.0,wumpus,wumpus,bompus
swap,1,1200,31,1,3,0.0,wumpus,wumpus,bompus
swap,2,-1200,31,1,3,0.0,wumpus,wumpus,bompus
swap,2,-600,31,1,3,0.0,wumpus,wumpus,bompus
swap,2,-300,31,1,3,0.0,wumpus,wumpus,bompus
swap,2,-100,31,1,3,0.0,wumpus,wumpus,bompus
swap,2,100,31,1,3,0.0,wumpus,wumpus,bompus
swap,2,300,31,1,3,0.0,wumpus,wumpus,bompus
swap,2,600,31,1,3,0.0,wumpus,wumpus,bompus
swap,2,1200,31,1,3,0.0,wumpus,wumpus,bompus
swap,3,-1200,31,1,3,0.0,wumpus,wumpus,bompus
swap,3,-600,31,1,3,0.0,wumpus,wumpus,bompus
swap,3,-300,31,1,3,0.0,wumpus,wumpus,bompus
swap,3,-100,31,1,3,0.0,wumpus,wumpus,bompus
swap,3,100,31,1,3,0.0,wumpus,wumpus,bompus
swap,3,300,31,1,3,0.0,wumpus,wumpus,bompus
swap,3,600,31,1,3,0.0,wumpus,wumpus,bompus
swap,3,1200,31,1,3,0.0,wumpus,wumpus,bompus
swap,4,-1200,31,1,3,0.0,wumpus,wumpus,bompus
swap,4,-600,31,1,3,0.0,wumpus,wumpus,bompus
swap,4,-300,31,1,3,0.0,wumpus,wumpus,bompus
swap,4,-100,31,1,3,0.0,wumpus,wumpus,bompus
swap,4,100,31,1,3,0.0,wumpus,wumpus,bompus
swap,4,300,31,1,3,0.0,wumpus,wumpus,bompus
swap,4,600,31,1,3,0.0,wumpus,wumpus,bompus
swap,4,1200,31,1,3,0.0,wumpus,wumpus,bompus
swap,5,-1200,31,1,3,0.0,wumpus,wumpus,bompus
swap,5,-600,31,1,3,0.0,wumpus,wumpus,bompus
swap,5,-300,31,1,3,0.0,wumpus,wumpus,bompus
swap,5,-100,31,1,3,0.0,wumpus,wumpus,bompus
swap,5,100,31,1,3,0.0,wumpus,wumpus,bompus
swap,5,300,31,1,3,0.0,wumpus,wumpus,bompus
swap,5,600,31,1,3,0.0,wumpus,wumpus,bompus
swap,5,1200,31,1,3,0.0,wumpus,wumpus,bompus
swap,0,0,32,1,4,0.0,rompus,rompus,brimpus
swap,1,-1200,32,1,4,0.0,rompus,rompus,brimpus
swap,1,-600,32,1,4,0.0,rompus,rompus,brimpus
swap,1,-300,32,1,4,0.0,rompus,rompus,brimpus
swap,1,-100,32,1,4,0.0,rompus,rompus,brimpus
swap,1,100,32,1,4,0.0,rompus,rompus,brimpus
swap,1,300,32,1,4,0.0,rompus,rompus,brimpus
swap,1,600,32,1,4,0.0,rompus,rompus,brimpus
swap,1,1200,32,1,4,0.0,rompus,rompus,brimpus
swap,2,-1200,32,1,4,0.0,rompus,rompus,brimpus
swap,2,-600,32,1,4,0.0,rompus,rompus,brimpus
swap,2,-300,32,1,4,0.0,rompus,rompus,brimpus
swap,2,-100,32,1,4,0.0,rompus,rompus,brimpus
swap,2,100,32,1,4,0.0,rompus,rompus,brimpus
swap,2,300,32,1,4,0.0,rompus,rompus,brimpus
swap,2,600,32,1,4,0.0,rompus,rompus,brimpus
swap,2,1200,32,1,4,0.0,rompus,rompus,brimpus
swap,3,-1200,32,1,4,0.0,rompus,rompus,brimpus
swap,3,-600,32,1,4,0.0,rompus,rompus,brimpus
swap,3,-300,32,1,4,0.0,rompus,rompus,brimpus
swap,3,-100,32,1,4,0.0,rompus,rompus,brimpus
swap,3,100,32,1,4,0.0,rompus,rompus,brimpus
swap,3,300,32,1,4,0.0,rompus,rompus,brimpus
swap,3,600,32,1,4,0.0,rompus,rompus,brimpus
swap,3,1200,32,1,4,0.0,rompus,rompus,brimpus
swap,4,-1200,32,1,4,0.0,rompus,rompus,brimpus
swap,4,-600,32,1,4,0.0,rompus,rompus,brimpus
swap,4,-300,32,1,4,0.0,rompus,rompus,brimpus
swap,4,-100,32,1,4,0.0,rompus,rompus,brimpus
swap,4,100,32,1,4,0.0,rompus,rompus,brimpus
swap,4,300,32,1,4,0.0,rompus,rompus,brimpus
swap,4,600,32,1,4,0.0,rompus,rompus,brimpus
swap,4,1200,32,1,4,0.0,rompus,rompus,brimpus
swap,5,-1200,32,1,4,0.0,rompus,rompus,brimpus
swap,5,-600,32,1,4,0.0,rompus,rompus,brimpus
swap,5,-300,32,1,4,0.0,rompus,rompus,brimpus
swap,5,-100,32,1,4,0.0,rompus,rompus,brimpus
swap,5,100,32,1,4,0.0,rompus,rompus,brimpus
swap,5,300,32,1,4,0.0,rompus,rompus,brimpus
swap,5,600,32,1,4,0.0,rompus,rompus,brimpus
swap,5,1200,32,1,4,0.0,rompus,rompus,brimpus
swap,0,0,33,1,4,0.0,scrompus,scrompus,yimpus
swap,1,-1200,33,1,4,0.0,scrompus,scrompus,yimpus
swap,1,-600,33,1,4,0.0,scrompus,scrompus,yimpus
swap,1,-300,33,1,4,0.0,scrompus,scrompus,yimpus
swap,1,-100,33,1,4,0.0,scrompus,scrompus,yimpus
swap,1,100,33,1,4,0.0,scrompus,scrompus,yimpus
swap,1,300,33,1,4,0.0,scrompus,scrompus,yimpus
swap,1,600,33,1,4,0.0,scrompus,scrompus,yimpus
swap,1,1200,33,1,4,0.0,scrompus,scrompus,yimpus
swap,2,-1200,33,1,4,0.0,scrompus,scrompus,yimpus
swap,2,-600,33,1,4,0.0,scrompus,scrompus,yimpus
swap,2,-300,33,1,4,0.0,scrompus,scrompus,yimpus
swap,2,-100,33,1,4,0.0,scrompus,scrompus,yimpus
swap,2,100,33,1,4,0.0,scrompus,scrompus,yimpus
swap,2,300,33,1,4,0.0,scrompus,scrompus,yimpus
swap,2,600,33,1,4,0.0,scrompus,scrompus,yimpus
swap,2,1200,33,1,4,0.0,scrompus,scrompus,yimpus
swap,3,-1200,33,1,4,0.0,scrompus,scrompus,yimpus
swap,3,-600,33,1,4,0.0,scrompus,scrompus,yimpus
swap,3,-300,33,1,4,0.0,scrompus,scrompus,yimpus
swap,3,-100,33,1,4,0.0,scrompus,scrompus,yimpus
swap,3,100,33,1,4,0.0,scrompus,scrompus,yimpus
swap,3,300,33,1,4,0.0,scrompus,scrompus,yimpus
swap,3,600,33,1,4,0.0,scrompus,scrompus,yimpus
swap,3,1200,33,1,4,0.0,scrompus,scrompus,yimpus
swap,4,-1200,33,1,4,0.0,scrompus,scrompus,yimpus
swap,4,-600,33,1,4,0.0,scrompus,scrompus,yimpus
swap,4,-300,33,1,4,0.0,scrompus,scrompus,yimpus
swap,4,-100,33,1,4,0.0,scrompus,scrompus,yimpus
swap,4,100,33,1,4,0.0,scrompus,scrompus,yimpus
swap,4,300,33,1,4,0.0,scrompus,scrompus,yimpus
swap,4,600,33,1,4,0.0,scrompus,scrompus,yimpus
swap,4,1200,33,1,4,0.0,scrompus,scrompus,yimpus
swap,5,-1200,33,1,4,0.0,scrompus,scrompus,yimpus
swap,5,-600,33,1,4,0.0,scrompus,scrompus,yimpus
swap,5,-300,33,1,4,0.0,scrompus,scrompus,yimpus
swap,5,-100,33,1,4,0.0,scrompus,scrompus,yimpus
swap,5,100,33,1,4,0.0,scrompus,scrompus,yimpus
swap,5,300,33,1,4,0.0,scrompus,scrompus,yimpus
swap,5,600,33,1,4,0.0,scrompus,scrompus,yimpus
swap,5,1200,33,1,4,0.0,scrompus,scrompus,yimpus
swap,0,0,34,1,5,0.0,zumpus,zumpus,yerpus
swap,1,-1200,34,1,5,0.0,zumpus,zumpus,yerpus
swap,1,-600,34,1,5,0.0,zumpus,zumpus,yerpus
swap,1,-300,34,1,5,0.0,zumpus,zumpus,yerpus
swap,1,-100,34,1,5,0.0,zumpus,zumpus,yerpus
swap,1,100,34,1,5,0.0,zumpus,zumpus,yerpus
swap,1,300,34,1,5,0.0,zumpus,zumpus,yerpus
swap,1,600,34,1,5,0.0,zumpus,zumpus,yerpus
swap,1,1200,34,1,5,0.0,zumpus,zumpus,yerpus
swap,2,-1200,34,1,5,0.0,zumpus,zumpus,yerpus
swap,2,-600,34,1,5,0.0,zumpus,zumpus,yerpus
swap,2,-300,34,1,5,0.0,zumpus,zumpus,yerpus
swap,2,-100,34,1,5,0.0,zumpus,zumpus,yerpus
swap,2,100,34,1,5,0.0,zumpus,zumpus,yerpus
swap,2,300,34,1,5,0.0,zumpus,zumpus,yerpus
swap,2,600,34,1,5,0.0,zumpus,zumpus,yerpus
swap,2,1200,34,1,5,0.0,zumpus,zumpus,yerpus
swap,3,-1200,34,1,5,0.0,zumpus,zumpus,yerpus
swap,3,-600,34,1,5,0.0,zumpus,zumpus,yerpus
swap,3,-300,34,1,5,0.0,zumpus,zumpus,yerpus
swap,3,-100,34,1,5,0.0,zumpus,zumpus,yerpus
swap,3,100,34,1,5,0.0,zumpus,zumpus,yerpus
swap,3,300,34,1,5,0.0,zumpus,zumpus,yerpus
swap,3,600,34,1,5,0.0,zumpus,zumpus,yerpus
swap,3,1200,34,1,5,0.0,zumpus,zumpus,yerpus
swap,4,-1200,34,1,5,0.0,zumpus,zumpus,yerpus
swap,4,-600,34,1,5,0.0,zumpus,zumpus,yerpus
swap,4,-300,34,1,5,0.0,zumpus,zumpus,yerpus
swap,4,-100,34,1,5,0.0,zumpus,zumpus,yerpus
swap,4,100,34,1,5,0.0,zumpus,zumpus,yerpus
swap,4,300,34,1,5,0.0,zumpus,zumpus,yerpus
swap,4,600,34,1,5,0.0,zumpus,zumpus,yerpus
swap,4,1200,34,1,5,0.0,zumpus,zumpus,yerpus
swap,5,-1200,34,1,5,0.0,zumpus,zumpus,yerpus
swap,5,-600,34,1,5,0.0,zumpus,zumpus,yerpus
swap,5,-300,34,1,5,0.0,zumpus,zumpus,yerpus
swap,5,-100,34,1,5,0.0,zumpus,zumpus,yerpus
swap,5,100,34,1,5,0.0,zumpus,zumpus,yerpus
swap,5,300,34,1,5,0.0,zumpus,zumpus,yerpus
swap,5,600,34,1,5,0.0,zumpus,zumpus,yerpus
swap,5,1200,34,1,5,0.0,zumpus,zumpus,yerpus
swap,0,0,35,1,4,0.0,scrompus,scrompus,timpus
swap,1,-1200,35,1,4,0.0,scrompus,scrompus,timpus
swap,1,-600,35,1,4,0.0,scrompus,scrompus,timpus
swap,1,-300,35,1,4,0.0,scrompus,scrompus,timpus
swap,1,-100,35,1,4,0.0,scrompus,scrompus,timpus
swap,1,100,35,1,4,0.0,scrompus,scrompus,timpus
swap,1,300,35,1,4,0.0,scrompus,scrompus,timpus
swap,1,600,35,1,4,0.0,scrompus,scrompus,timpus
swap,1,1200,35,1,4,0.0,scrompus,scrompus,timpus
swap,2,-1200,35,1,4,0.0,scrompus,scrompus,timpus
swap,2,-600,35,1,4,0.0,scrompus,scrompus,timpus
swap,2,-300,35,1,4,0.0,scrompus,scrompus,timpus
swap,2,-100,35,1,4,0.0,scrompus,scrompus,timpus
swap,2,100,35,1,4,0.0,scrompus,scrompus,timpus
swap,2,300,35,1,4,0.0,scrompus,scrompus,timpus
swap,2,600,35,1,4,0.0,scrompus,scrompus,timpus
swap,2,1200,35,1,4,0.0,scrompus,scrompus,timpus
swap,3,-1200,35,1,4,0.0,scrompus,scrompus,timpus
swap,3,-600,35,1,4,0.0,scrompus,scrompus,timpus
swap,3,-300,35,1,4,0.0,scrompus,scrompus,timpus
swap,3,-100,35,1,4,0.0,scrompus,scrompus,timpus
swap,3,100,35,1,4,0.0,scrompus,scrompus,timpus
swap,3,300,35,1,4,0.0,scrompus,scrompus,timpus
swap,3,600,35,1,4,0.0,scrompus,scrompus,timpus
swap,3,1200,35,1,4,0.0,scrompus,scrompus,timpus
swap,4,-1200,35,1,4,0.0,scrompus,scrompus,timpus
